id,brand,model,price_total,price_vehicle,year,mileage,displacement,transmission,prefecture,category,link,crawl_date,year_ce,mileage_wan_km,displacement_cc,vehicle_class,brand_clean,brand_origin
69,レクサス,IS 300h 純正10.3型ナビ 全方位モニター レクサスセーフティシステム+ BSM ドラレコ前後 純正ビルトインETC2.0 レザーシート パワーシート前席 シートヒーター前席 自動防眩ミラー パドルシフト,399.8,392.2,"2022
(R04)","0.9
万km",2500CC,MT,Kanagawa,国产车,/usedcar/detail/AU7093464980/index.html,2026-06-21,2022,0.9,2500.0,Large (2001-3000cc),Lexus,Domestic
70,レクサス,CT 200h クリエイティブ テキスタイル インテリア 禁煙車 メーカーナビ バックカメラ 純正17インチAW LEDヘッド クルコン 革巻きステアリング パドルシフト 黒革 シートヒーター パワーシート シートメモリ スマートキー オートエアコン,106.9,90.0,"2013
(H25)","7.9
万km",1800CC,CVT,Aichi,国产车,/usedcar/detail/AU6967038555/index.html,2026-06-21,2013,7.9,1800.0,Mid-size (1501-2000cc),Lexus,Domestic
71,日産,ノート 1.2 X ナビ 禁煙車 エマージェンシーブレーキ バックカメラ Bluetooth ETC LEDランプ 電動パーキング インテリキー,159.9,148.4,"2025
(R07)","2.1
万km",1200CC,AT,Okayama,国产车,/usedcar/detail/AU6747276059/index.html,2026-06-21,2025,2.1,1200.0,Compact (<=1500cc),Nissan,Domestic
72,日産,ノート 1.2 X 純正9型ナビ 全周囲カメラ 衝突被害軽減システム 禁煙車 コーナーセンサー スマートキー LEDヘッド オートハイビーム オートライト オートエアコン Bluetooth CD/DVD再生 フルセグ,144.9,133.5,"2022
(R04)","1.6
万km",1200CC,AT,Ibaraki,国产车,/usedcar/detail/AU6976568617/index.html,2026-06-21,2022,1.6,1200.0,Compact (<=1500cc),Nissan,Domestic
73,日産,ノート 1.2 X ワンオーナー/9型DA/デジタルミラー/全周囲カメラ/アップルカープレイ/アンドロイドオート/USB端子/ステアリングスイッチ/LEDヘッドライト/ブラインドスポット/ETC,169.8,161.8,"2024
(R06)","2.4
万km",1200CC,AT,Aichi,国产车,/usedcar/detail/AU6838380003/index.html,2026-06-21,2024,2.4,1200.0,Compact (<=1500cc),Nissan,Domestic
74,トヨタ,アクア 1.5 クロスオーバー グラム 純正SDナビ バックカメラ 衝突被害軽減システム 禁煙車 コーナーセンサー スマートキー LEDヘッド ビルトインETC 純正16インチアルミ オートハイビーム 車線逸脱警報 オートライト,117.9,105.5,"2018
(H30)","6.9
万km",1500CC,CVT,Aichi,国产车,/usedcar/detail/AU6900469007/index.html,2026-06-21,2018,6.9,1500.0,Compact (<=1500cc),Toyota,Domestic
75,日産,ノート 1.2 X ワンオーナー車・認定中古車,137.8,127.0,"2021
(R03)","3.3
万km",1200CC,AT,Fukuoka,国产车,/usedcar/detail/AU7076907489/index.html,2026-06-21,2021,3.3,1200.0,Compact (<=1500cc),Nissan,Domestic
76,日産,ノート 1.2 X メーカーSDナビ 全周囲カメラ 被害軽減BK,133.6,124.0,"2021
(R03)","6
万km",1200CC,AT,Tochigi,国产车,/usedcar/detail/AU7093617726/index.html,2026-06-21,2021,6.0,1200.0,Compact (<=1500cc),Nissan,Domestic
77,トヨタ,スペイド 1.5 F 電動スライドドア 純正SDナビ バックカメラ 禁煙車 ドラレコ スマートキー ETC Bluetooth CD DVD再生 フルセグ,47.9,36.1,"2015
(H27)","9.2
万km",1500CC,CVT,Aichi,国产车,/usedcar/detail/AU7088358765/index.html,2026-06-21,2015,9.2,1500.0,Compact (<=1500cc),Toyota,Domestic
78,マツダ,CX-30 2.0 20S プロアクティブ ツーリングセレクション フルエアロ 8.8インチナビ 禁煙車 全周囲カメラ スマートブレーキサポート ブラインドスポットモニター レーダークルーズ 運転席パワーシート 前席シートヒーター パワーバックドア LEDヘッドライト,169.9,157.4,"2020
(R02)","3.2
万km",2000CC,6AT,Osaka,国产车,/usedcar/detail/AU6988438403/index.html,2026-06-21,2020,3.2,2000.0,Mid-size (1501-2000cc),Mazda,Domestic
79,スバル,WRX STI 2.0 4WD 最終F型 BBS製18インチアルミ STIスタイルパッケージ LEDライナー 大型ウイング アドバンスドセーフティパッケージ 純正8型ビルトインナビ フロント・サイド・バックカメラ シートヒーター,526.9,514.5,"2020
(R02)","0.7
万km",2000CC,6MT,Aichi,国产车,/usedcar/detail/AU7091865456/index.html,2026-06-21,2020,0.7,2000.0,Mid-size (1501-2000cc),Subaru,Domestic
80,トヨタ,プリウス 1.8 A プレミアム モデリスタフルエアロ 純正9型ナビ バックカメラ セーフティセンス レーダークルーズ クリアランスソナー BSM パーキングアシスト AC100V 黒革シート パワーシート シートヒーター,179.9,166.6,"2017
(H29)","1.2
万km",1800CC,CVT,Chiba,国产车,/usedcar/detail/AU7096069841/index.html,2026-06-21,2017,1.2,1800.0,Mid-size (1501-2000cc),Toyota,Domestic
81,レクサス,HS 250h ハーモニアス スタイル エディション 純正ナビ シートヒーター 禁煙 バックカメラ フルセグTV DVD ドラレコ ETC プリクラッシュセーフティ 衝突軽減 追従クルコン LEDオートライト コーナーセンサー 純正マット,177.9,170.5,"2018
(H30)","6.8
万km",2400CC,CVT,Aichi,国产车,/usedcar/detail/AU7000203289/index.html,2026-06-21,2018,6.8,2400.0,Large (2001-3000cc),Lexus,Domestic
82,ホンダ,N-BOX 660 ホンダセンシング ナビ・TV・Bluetooth バックカメラ スマートキー パワースライドドア ETC アダプティブクルーズコントロール,117.8,109.8,"2024
(R06)","3.5
万km",660CC,CVT,Saga,国产车,/usedcar/detail/AU7032027225/index.html,2026-06-21,2024,3.5,660.0,K-car (<=660cc),Honda,Domestic
83,日産,ノート 1.2 X 全方位運転支援システム/禁煙車/エマージェンシーブレーキ/車線逸脱警報/クリアランスソナー/純正ナビ&フルセグTV&BT&バックカメラ/LEDヘッドライト/オートライト/オートハイビーム/純正アルミホイール,161.8,148.2,"2023
(R05)","2.6
万km",1200CC,AT,Miyagi,国产车,/usedcar/detail/AU6978460563/index.html,2026-06-21,2023,2.6,1200.0,Compact (<=1500cc),Nissan,Domestic
84,ダイハツ,ミライース 660 X リミテッド SAIII 4WD カロッツェリアナビ バックカメラ Bluetooth スマートアシスト3 車線逸脱警報 オートハイビーム LEDヘッド コーナーセンサー ETC オートエアコン,79.9,71.7,"2019
(H31)","3.9
万km",660CC,CVT,Hokkaido,国产车,/usedcar/detail/AU7078652473/index.html,2026-06-21,2019,3.9,660.0,K-car (<=660cc),Daihatsu,Domestic
85,日産,エクストレイル 2.0 20X ハイブリッド エマージェンシーブレーキパッケージ 純正8型ナビ フルセグTV Bカメ 衝突軽減 コーナーセンサー 先行車発進告知 シートヒーター 純正マット 純正アルミホイール Aスト レーダー探知機 パワーバックドア LEDヘッド オートライト,69.8,62.8,"2016
(H28)","9.4
万km",2000CC,CVT,Hokkaido,国产车,/usedcar/detail/AU7087340312/index.html,2026-06-21,2016,9.4,2000.0,Mid-size (1501-2000cc),Nissan,Domestic
86,ダイハツ,ミライース 660 L ナビ フルセグ BT BT ドラレコ,39.8,35.1,"2019
(R01)","8.1
万km",660CC,CVT,Saitama,国产车,/usedcar/detail/AU7065905656/index.html,2026-06-21,2019,8.1,660.0,K-car (<=660cc),Daihatsu,Domestic
87,ホンダ,フリードハイブリッド 1.5 ジャストセレクション+ 特別仕様車 禁煙車 7人乗り 純正ナビ 両側電動スライドドア バックカメラ ETC HIDヘッドライト クルーズコントロール オートエアコン スマートキー Bluetooth接続,54.9,42.7,"2014
(H26)","10.1
万km",1500CC,CVT,Aichi,国产车,/usedcar/detail/AU7093777385/index.html,2026-06-21,2014,10.1,1500.0,Compact (<=1500cc),Honda,Domestic
88,スズキ,ハスラー 660 G 衝突軽減 禁煙車 シートヒーター スマートキー 車線逸脱警報 オートエアコン ステアリングスイッチ オーディオ CD再生 アイドリングストップ 電動格納ミラー アームレスト,79.9,71.5,"2019
(H31)","7
万km",660CC,CVT,Gifu,国产车,/usedcar/detail/AU7038384566/index.html,2026-06-21,2019,7.0,660.0,K-car (<=660cc),Suzuki,Domestic
89,スズキ,ジムニー 660 XL 4WD 4WD 衝突被害軽減システム 禁煙車 ドラレコ コーナーセンサー スマートキー ビルトインETC 純正16インチアルミ 車線逸脱警報 オートライト オートエアコン Bluetooth,197.9,190.2,"2024
(R06)","1.1
万km",660CC,5MT,Aichi,国产车,/usedcar/detail/AU7022230581/index.html,2026-06-21,2024,1.1,660.0,K-car (<=660cc),Suzuki,Domestic
90,スズキ,スイフト 1.2 RS 5MT 純正ナビ クルーズコントロール プッシュスタート,58.6,49.6,"2015
(H27)","5.7
万km",1200CC,5MT,Toyama,国产车,/usedcar/detail/AU7069997026/index.html,2026-06-21,2015,5.7,1200.0,Compact (<=1500cc),Suzuki,Domestic
91,日産,ノート 1.2 e-POWER X Vセレクション 純正ナビ Bluetooth CD DVD フルセグ アラウンドビューモニター インテリジェントルームミラー ドライブレコーダー ETC エマージェンシーブレーキ 車線逸脱警報 クリアランスソナー,99.8,91.6,"2020
(R02)","5
万km",1200CC,AT,Chiba,国产车,/usedcar/detail/AU7063489867/index.html,2026-06-21,2020,5.0,1200.0,Compact (<=1500cc),Nissan,Domestic
92,ホンダ,N-WGN 660 G プッシュスタート/スマートキー/ヘッドライトレベライザー/電動ミラー/横滑り防止システム/フロアマット/ECONシステム/サイドバイザー,19.7,14.8,"2014
(H26)","9.7
万km",660CC,CVT,Kagawa,国产车,/usedcar/detail/AU6301967096/index.html,2026-06-21,2014,9.7,660.0,K-car (<=660cc),Honda,Domestic
93,トヨタ,カローラツーリング 1.8 ハイブリッド WxB ナビ バックモニター ETC,221.2,209.8,"2022
(R04)","6
万km",1800CC,CVT,則岐阜県,国产车,/usedcar/detail/AU7074836163/index.html,2026-06-21,2022,6.0,1800.0,Mid-size (1501-2000cc),Toyota,Domestic
94,ダイハツ,タフト 660 X ecoIDLE非装着車 4WD 4WD SDナビ バックカメラ,135.9,127.8,"2023
(R05)","1.1
万km",660CC,CVT,Yamagata,国产车,/usedcar/detail/AU7049856509/index.html,2026-06-21,2023,1.1,660.0,K-car (<=660cc),Daihatsu,Domestic
95,スズキ,スペーシア 660 ハイブリッド X 両側電動ドア SDナビ バックカメラ 衝突軽減システム 禁煙車 2トーンカラー コーナーセンサー スマートキー LEDヘッド ビルトインETC 純正14インチアルミ オートライト オートエアコン,152.9,145.2,"2024
(R06)","1.9
万km",660CC,CVT,Chiba,国产车,/usedcar/detail/AU7087013510/index.html,2026-06-21,2024,1.9,660.0,K-car (<=660cc),Suzuki,Domestic
96,日産,リーフ X Vセレクション 日産コネクトナビ・プロパイロット・アラウンドビュー・スマートルームミラー・ドライブレコーダー・ETC,188.8,179.0,"2024
(R06)","0.8
万km",,AT,Fukuoka,国产车,/usedcar/detail/AU6899752855/index.html,2026-06-21,2024,0.8,,Luxury (3001cc+),Nissan,Domestic
97,スズキ,ハスラー 660 X 禁煙車 SDナビ バックカメラ 衝突被害軽減システム スマートキー シートヒーター HIDヘッドライト ビルトインETC 純正15インチアルミ 車線逸脱警報 オートライト オートエアコン CD DVD再生 地デジ,54.9,46.8,"2016
(H28)","9.1
万km",660CC,CVT,Saga,国产车,/usedcar/detail/AU6875570127/index.html,2026-06-21,2016,9.1,660.0,K-car (<=660cc),Suzuki,Domestic
98,スバル,フォレスター 2.0XT アイサイト 4WD 社外ナビ バックカメラ 純正前方ドライブレコーダー ETC アイサイト レーンキープアシスト 誤発進抑制機能 レーダークルーズコントロール パワーバッグドア オートライト スペアキー 保証書,124.8,117.6,"2014
(H26)","2.3
万km",2000CC,MT,Hokkaido,国产车,/usedcar/detail/AU7010492660/index.html,2026-06-21,2014,2.3,2000.0,Mid-size (1501-2000cc),Subaru,Domestic
99,トヨタ,プリウスα 1.8 S Lセレクション 純正ナビ Bluetooth対応 Bカメラ スマートキー プッシュスタート ETC ステアリングスイッチ 電動格納ミラー オートエアコン,69.9,57.4,"2014
(H26)","10.6
万km",1800CC,CVT,Hyogo,国产车,/usedcar/detail/AU7028600249/index.html,2026-06-21,2014,10.6,1800.0,Mid-size (1501-2000cc),Toyota,Domestic
100,ホンダ,フィット 1.5 ハイブリッド Fパッケージ 純正SDナビ バックカメラ 禁煙車 スマートキー LEDヘッド ETC オートエアコン CD 横滑り防止装置 オートライト,69.9,58.0,"2013
(H25)","3.6
万km",1500CC,7AT,Nagasaki,国产车,/usedcar/detail/AU6921089126/index.html,2026-06-21,2013,3.6,1500.0,Compact (<=1500cc),Honda,Domestic
101,日産,シルフィ 1.8 G メモリーナビ バックカメラ ETC2.0,115.8,104.1,"2019
(H31)","3.1
万km",1800CC,CVT,Tochigi,国产车,/usedcar/detail/AU7093617744/index.html,2026-06-21,2019,3.1,1800.0,Mid-size (1501-2000cc),Nissan,Domestic
102,日産,スカイライン 3.0 GT ナビ フルセグ Bluetooth 全方位カメラ プロパイロット ブラインドスポットモニター ハーフレザーシート パワーシート USB ビルトインETC 純正ドライブレコーダー レーンキープ,364.8,356.5,"2025
(R07)","0.4
万km",3000CC,MT,Gifu,国产车,/usedcar/detail/AU7047947886/index.html,2026-06-21,2025,0.4,3000.0,Large (2001-3000cc),Nissan,Domestic
103,トヨタ,ハイエースバン 2.7 スーパーGL ダークプライムII ワイド ミドルルーフ ロングボディ ナビ&TV/バックモニター/デジタルインナーミラー/ETC/ベッドキット/社外アルミ/スマートキー&プッシュスタート/サイドバイザー/LEDヘッドライト/ハーフレザーシート/スライドドア小窓なし,306.0,289.8,"2019
(R01)","4.5
万km",2700CC,6AT,Aichi,国产车,/usedcar/detail/AU6997965330/index.html,2026-06-21,2019,4.5,2700.0,Large (2001-3000cc),Toyota,Domestic
104,日産,セレナ 2.0 ハイウェイスター Vセレクション+Safety S-HYBRID 後席フリップダウンモニター 8インチメモリーナビ フルセグTV DVD再生 Bluetooth接続 バックカメラ クルーズコントロール 両側電動スライド 純正16インチアルミホイール フォグランプ リアロールサンシェード ETC,66.8,49.8,"2015
(H27)","7.7
万km",2000CC,CVT,Shiga,国产车,/usedcar/detail/AU7028927992/index.html,2026-06-21,2015,7.7,2000.0,Mid-size (1501-2000cc),Nissan,Domestic
105,ホンダ,N-BOX 660 G HondaSENSING 社外ナビ Bカメラ ETC アダプティブクルーズコントロール LEDヘッドライト 両側スライドドア スマートキー プッシュスタート ステアリングスイッチ 電動格納ミラー オートエアコン,96.9,87.8,"2022
(R04)","3.4
万km",660CC,CVT,Kumamoto,国产车,/usedcar/detail/AU6995704478/index.html,2026-06-21,2022,3.4,660.0,K-car (<=660cc),Honda,Domestic
106,トヨタ,カローラスポーツ 2.0 G ナビ付ディスプレイオーディオ バックカメラ レーダークルーズ 禁煙 コーナーセンサー スマートキー LEDヘッド ETC2.0 純正16インチアルミ オートハイビーム 車線逸脱警報 オートライト,214.9,202.6,"2024
(R06)","0.9
万km",2000CC,CVT,Tochigi,国产车,/usedcar/detail/AU7083036064/index.html,2026-06-21,2024,0.9,2000.0,Mid-size (1501-2000cc),Toyota,Domestic
107,トヨタ,スペイド 1.5 F 禁煙車 純正SDナビ バックカメラ ETC Bluetooth再生 スマートキー ステアリングスイッチ オートエアコン アイドリングストップ 横滑り防止装置 バニティミラー 衝突安全ボディ,43.7,32.0,"2015
(H27)","8.1
万km",1500CC,CVT,Aichi,国产车,/usedcar/detail/AU7022230792/index.html,2026-06-21,2015,8.1,1500.0,Compact (<=1500cc),Toyota,Domestic
108,スズキ,スペーシア 660 ハイブリッド X 禁煙車 電動スライドドア バ,57.9,50.3,"2017
(H29)","8.3
万km",660CC,CVT,Fukuoka,国产车,/usedcar/detail/AU7098954568/index.html,2026-06-21,2017,8.3,660.0,K-car (<=660cc),Suzuki,Domestic
109,日産,デイズ 660 J 後期型 純正SDナビ CD/フルセグ再生,54.9,44.4,"2017
(H29)","4
万km",660CC,CVT,Niigata,国产车,/usedcar/detail/AU7093778369/index.html,2026-06-21,2017,4.0,660.0,K-car (<=660cc),Nissan,Domestic
